func_name,dim,noise_name,rf_config,seed,approach,spearman_true,spearman_resid,log_pearson_true,mse_var,rmse_var,nlpd_aleatoric
sin_cos_9d_homoscedastic_high_RF,9,RF,Shallow,5,standard_ari_std,,,,0.06260235976990175,0.2502046357881919,0.8225631404609459
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,1,shaker_entropy,,,,0.23872632602852195,0.48859628122666054,0.9428888654572394
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,1,shaker_geom_var,,,,0.007689243337161427,0.0876883306783829,0.8142144968271641
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,1,shaker_geom_std,,,,0.023674282172475563,0.1538644928905807,0.7879716292628405
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,1,standard_ari_var,,,,0.0057641045067252,0.07592169984085709,0.7946028069146909
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,1,standard_ari_std,,,,0.028364123815703753,0.16841651883263634,0.79442048460396
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,2,shaker_entropy,,,,0.24654107810936424,0.49652903047995517,0.9448736641457806
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,2,shaker_geom_var,,,,0.0073699064135132105,0.08584815905721689,0.8035818860735326
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,2,shaker_geom_std,,,,0.024362492562143855,0.1560848889615643,0.7863959867731332
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,2,standard_ari_var,,,,0.0054588402069583285,0.07388396447781026,0.7850337335844715
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,2,standard_ari_std,,,,0.029166954719256816,0.17078335609554232,0.7930357974373121
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,3,shaker_entropy,,,,0.2393146135998953,0.4891979288589592,0.934295080214235
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,3,shaker_geom_var,,,,0.007671328984548262,0.08758612324191693,0.7743035116026258
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,3,shaker_geom_std,,,,0.023727867338701636,0.15403852550158234,0.772679902030508
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,3,standard_ari_var,,,,0.005794197102974158,0.07611962363920462,0.758134922785675
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,3,standard_ari_std,,,,0.028296454567380072,0.16821550037787858,0.7795528992937931
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,4,shaker_entropy,,,,0.23287781518531891,0.48257415511537594,0.9355346895086721
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,4,shaker_geom_var,,,,0.00794180942263526,0.08911683018731792,0.7964133032471055
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,4,shaker_geom_std,,,,0.023163480063480957,0.15219553233745384,0.7793659422271544
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,4,standard_ari_var,,,,0.005971058553856289,0.07727262486713059,0.7775795645619281
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,4,standard_ari_std,,,,0.02785810259005491,0.16690746714888136,0.7861733180839834
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,5,shaker_entropy,,,,0.24465524663065785,0.4946263707392256,0.9393564463565744
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,5,shaker_geom_var,,,,0.007457642575191674,0.08635764340920654,0.7839841534866343
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,5,shaker_geom_std,,,,0.024199943556011187,0.15556331044308355,0.7780608804177265
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,5,standard_ari_var,,,,0.005586503811810011,0.07474291813817555,0.7673029656821908
sin_cos_9d_homoscedastic_high_RF_Smoothed,9,Smoothed,Leaf15,5,standard_ari_std,,,,0.02885380805987448,0.16986408702216746,0.7848437324783941
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,1,shaker_entropy,,,,1.7955888620429763,1.339995844039442,610184.2716505656
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,1,shaker_geom_var,,,,1.6455964714318563e-06,0.0012828080415369465,-0.758283930261313
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,1,shaker_geom_std,,,,0.007542832886528884,0.08684948408901969,-0.18699489189645938
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,1,standard_ari_var,,,,5.908285928314819e-07,0.0007686537535402283,-0.773631406955246
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,1,standard_ari_std,,,,0.008189398719336017,0.09049529666969448,-0.16987713545003222
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,2,shaker_entropy,,,,1.8189622475120475,1.3486890848197919,608521.0772454091
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,2,shaker_geom_var,,,,2.16300106899478e-06,0.0014707144756868275,-0.7595001335229822
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,2,shaker_geom_std,,,,0.007483194265869439,0.08650545801202049,-0.18953118515912926
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,2,standard_ari_var,,,,9.031985531242229e-07,0.0009503675884226182,-0.7751206172867358
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,2,standard_ari_std,,,,0.008181961731097134,0.09045419686834401,-0.17066162016687714
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,3,shaker_entropy,,,,1.8043477153045067,1.3432601070918866,583581.013886407
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,3,shaker_geom_var,,,,1.6816437152046925e-06,0.001296782061568054,-0.7851804915313245
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,3,shaker_geom_std,,,,0.007504459905556881,0.08662828582834178,-0.1907043626468209
