Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo (Baseline),-0.881203,0.003329,0.001489,5/5,-0.885897,-0.876677
epistemic_likelihood_credal,-0.873513,0.003792,0.001696,5/5,-0.879977,-0.870288
epistemic_chen_variance,-0.873433,0.004701,0.002102,5/5,-0.879217,-0.867237
epistemic_standard_disagreement,-0.871136,0.009211,0.004119,5/5,-0.881597,-0.857036
epistemic_proximity_bc,-0.868661,0.007133,0.003190,5/5,-0.879628,-0.860039
epistemic_proximity_b,-0.864887,0.005181,0.002317,5/5,-0.870916,-0.858924
epistemic_proximity_auto_lambda,-0.862043,0.012874,0.005758,5/5,-0.875751,-0.848194
epistemic_standard_proximity,-0.861413,0.010201,0.004562,5/5,-0.870276,-0.849272
epistemic_shaker_entropy,-0.854652,0.009835,0.004398,5/5,-0.869679,-0.845943
