Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
epistemic_proximity_auto_lambda,0.008822,0.000151,0.000067,5/5,0.008754,0.009091
smac3_bo (Baseline),0.008956,0.000184,0.000082,5/5,0.008754,0.009091
epistemic_standard_proximity,0.008956,0.000301,0.000135,5/5,0.008754,0.009428
epistemic_proximity_bc,0.009024,0.000369,0.000165,5/5,0.008754,0.009428
epistemic_proximity_b,0.009158,0.000369,0.000165,5/5,0.008754,0.009764
epistemic_chen_variance,0.009360,0.000151,0.000067,5/5,0.009091,0.009428
epistemic_likelihood_credal,0.009360,0.000151,0.000067,5/5,0.009091,0.009428
epistemic_standard_disagreement,0.009360,0.000151,0.000067,5/5,0.009091,0.009428
epistemic_shaker_entropy,0.009360,0.000151,0.000067,5/5,0.009091,0.009428
