Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo (Baseline),-0.780665,0.011598,0.005187,5/5,-0.800753,-0.771493
epistemic_likelihood_credal,-0.779082,0.013839,0.006189,5/5,-0.796341,-0.759588
epistemic_standard_disagreement,-0.778068,0.015206,0.006800,5/5,-0.795439,-0.755103
epistemic_chen_variance,-0.777253,0.012149,0.005433,5/5,-0.796341,-0.765800
epistemic_proximity_bc,-0.772781,0.004010,0.001793,5/5,-0.776086,-0.766215
epistemic_proximity_b,-0.771980,0.014321,0.006405,5/5,-0.792770,-0.754539
epistemic_proximity_auto_lambda,-0.764590,0.015631,0.006990,5/5,-0.783808,-0.744649
epistemic_standard_proximity,-0.761999,0.023509,0.010514,5/5,-0.794029,-0.732325
epistemic_shaker_entropy,-0.741373,0.017202,0.007693,5/5,-0.769095,-0.727654
