approach,noise_name,global_spearman_true,global_spearman_resid,global_log_pearson_true,global_mse_var,global_rmse_var,global_nlpd_aleatoric,id_only_spearman_true,id_only_spearman_resid,id_only_log_pearson_true,id_only_mse_var,id_only_rmse_var,id_only_nlpd_aleatoric,ood_only_spearman_true,ood_only_spearman_resid,ood_only_log_pearson_true,ood_only_mse_var,ood_only_rmse_var,ood_only_nlpd_aleatoric,ood_id_variance_ratio
standard_ari_std,hetero_quadratic,0.8113857597112286,0.4265296301619885,0.788687806983608,0.033391330608316935,0.17611037594766607,0.2545714591579314,0.8629084047569828,0.43994071058717804,0.8193810905766427,0.033533521440220385,0.17741938363389936,0.2845431907729854,-0.0014432883697363347,0.1461050778111338,-0.0006837939213588527,0.032843017271575584,0.16760088212224433,0.13425454761518246,0.7088867302100033
standard_ari_std,hetero_sinusoidal,0.47473827021585197,0.20380678320751064,0.45267359737967056,0.03651013211240194,0.18651727888873426,0.3003373562259254,0.6213638785422552,0.24173569123528107,0.623145727096778,0.03386031606799494,0.179296640857252,0.30317095517376214,0.004297018824204804,0.10916161732703675,0.005063088417095144,0.04711582436206229,0.21255091325385778,0.2887841993982113,0.993852403348447
standard_ari_std,homoscedastic_high,0.0,0.015469867498082995,0.0,0.052228761146780676,0.22370481444364745,0.8314284819659213,0.0,0.015453970950629675,0.0,0.05230372323876289,0.2239407609265443,0.826703547270068,0.0,0.014587271363448638,0.0,0.051926619595426,0.22229723349156758,0.8503019579605269,0.9999569265170382
standard_ari_std,homoscedastic_low,0.0,0.11936651800133946,0.0,0.016644601073271977,0.11721119079785215,-0.0655730585468029,0.0,0.1027699632825564,0.0,0.01665000468070507,0.1171180816593714,-0.08559993945237458,0.0,0.15245498028876087,0.0,0.016623335483161143,0.11719007361301423,0.013896426307437754,1.0069798250954574
standard_ari_var,hetero_linear,0.9102398033603267,0.4415066237394297,0.8400250449279895,0.003056903274139246,0.0507878332976631,0.2953288033024367,0.9126898332663381,0.4853571142230114,0.8669920784643185,0.003499289231245763,0.054367985091228435,0.25217776500558303,0.17747263569530272,0.057846824502397226,0.17782929967638117,0.0012898960784073924,0.030967226352817158,0.4674072777970464,0.7922342171677932
standard_ari_var,hetero_localized,0.8723193054859012,0.5592381019572603,0.9014048513666707,0.05177503069262059,0.2238337126570562,0.5183024321190508,0.8124946252180527,0.47160245379445725,0.8602305931355878,0.008797301682854624,0.08963836010641332,0.17775521083607326,-0.0018178667198568354,0.008672893383432429,0.0009518101595027151,0.22366888657380957,0.46588228425282885,1.8799724644743567,2.578780022648399
standard_ari_var,hetero_ood_step_double,-0.004304579181995522,0.10227016924206862,-0.0030934836291302077,0.0006098363551796124,0.019396142803875298,-0.19386555698519695,0.0,0.1027699632825564,0.0,0.0005405771881529219,0.011989685149998444,-0.610564535555671,0.0,0.10118434107958851,0.0,0.0008858784734591163,0.02803826104805583,1.4646602055415734,1.017130362089755
standard_ari_var,hetero_quadratic,0.8113857597112286,0.4265296301619885,0.788687806983608,0.0016213178715777804,0.035299426208166076,0.12020840540823495,0.8629084047569828,0.43994071058717804,0.8193810905766425,0.0015734506564286158,0.03537161210328196,-0.019840773684819277,-0.0014432883697363347,0.1461050778111338,-0.0006837939213588576,0.0018143350178528221,0.03176372210212937,0.6646218301077609,0.5008283633025769
standard_ari_var,hetero_sinusoidal,0.47473827021585197,0.20380678320751064,0.45267359737967056,0.0012959896177540092,0.03247416062061081,0.03857090873982268,0.6213638785422552,0.24173569123528107,0.623145727096778,0.0010937154940348882,0.029831017519198377,0.0484301835478963,0.004297018824204804,0.10916161732703675,0.005063088417095151,0.002105953444666033,0.03987627727070161,-0.002670411317721079,0.9782701843097049
standard_ari_var,homoscedastic_high,0.0,0.015469867498082995,0.0,0.003952895358423103,0.049020368980931775,0.8266835721825434,0.0,0.015453970950629675,0.0,0.004004793093468434,0.0492777058078338,0.8203258400883348,0.0,0.014587271363448638,0.0,0.003749900119638547,0.04745577181793998,0.8523319412547853,0.9975822309565067
standard_ari_var,homoscedastic_low,0.0,0.11936651800133946,0.0,0.0005381528084503485,0.012002121188774917,-0.4510509206247262,0.0,0.1027699632825564,0.0,0.0005405771881529219,0.011989685149998444,-0.610564535555671,0.0,0.15245498028876087,0.0,0.0005285080079515033,0.011741861501705024,0.17955619202354695,1.017130362089755
standard_disagreement,hetero_linear,0.8206142548688464,0.4012434262551123,0.7771962835522054,0.009998579489058796,0.09419702119444158,28.94163739590199,0.8305228804000792,0.4462349773637519,0.8023802114530627,0.011379089411800766,0.10040092402620317,24.00879089730015,0.13321302735468254,0.03778947256884093,0.13507568410554543,0.00448497088681734,0.06320137647956184,48.680070533323075,0.6600100611633688
standard_disagreement,hetero_localized,0.7768413048432832,0.5008021015637318,0.7963549228465603,0.08032013634501367,0.2772170225535634,20.58861616983611,0.6962193325945722,0.4091573789406053,0.7308712859952339,0.016875065205097555,0.12522638554356366,14.339924152865438,0.0007731702781715866,0.009125274859782382,0.0020939998123495522,0.33387141224834815,0.5661434577134109,45.604047052458434,3.1045549665741414
standard_disagreement,hetero_ood_step_double,-0.03517623670212356,0.0698520651057822,-0.033538664222128055,0.00038075159573431114,0.018296987100020107,36.53149873376925,0.0,0.07892763825640649,0.0,0.00018964486176101014,0.009821636826115794,21.475069288969177,0.0,0.07279177075411121,0.0,0.0011439835121990155,0.03325785909481641,96.71484391773706,0.9762431240495074
standard_disagreement,hetero_quadratic,0.723263162492318,0.39194809282092646,0.7335899630515682,0.002728943687659066,0.0497533057498576,58.103308332027495,0.7758674341305668,0.39616841782961715,0.7707747896759259,0.003352345483722756,0.05498393244997926,65.53566445391758,-0.0007937048382418658,0.11094554600010874,0.0004135041677065274,0.000239111014047659,0.010522095095254558,28.250441965077115,0.301962453176117
standard_disagreement,hetero_sinusoidal,0.3348735792925024,0.1508175953913836,0.3301674797404895,0.0017077378354717863,0.040096577620181574,17.857458954348687,0.4248692765079224,0.17089139039244042,0.43308300046211995,0.00193802512710445,0.04229588613557738,19.866944206661966,0.0017241447661183467,0.07646759224773915,0.002305868201053916,0.0007883764602301305,0.02209458860535372,9.803159236894475,0.9519619577045167
standard_disagreement,homoscedastic_high,0.0,0.011258286703223241,0.0,0.03101357295609175,0.16397634069696204,23.03047597286564,0.0,0.009698392606610665,0.0,0.030984911070412263,0.16398539052688316,22.432594498822212,0.0,0.015041444037984013,0.0,0.031131312468312126,0.16368761199722232,25.425214997630587,0.9530233867801193
standard_disagreement,homoscedastic_low,0.0,0.08895071567053944,0.0,0.00018659069096949214,0.009897809943874302,23.925973490171256,0.0,0.07892763825640649,0.0,0.00018964486176101014,0.009821636826115794,21.475069288969177,0.0,0.11266149726263541,0.0,0.0001743291851107389,0.00978793184687344,33.67499880280192,0.9762431240495074
