Proposed Optimizer,Baseline Optimizer,N Tasks,Proposed Mean Incumbent,Baseline Mean Incumbent,Mean Diff vs Base,Rel Reduction (%),Win / Loss / Tie,Wilcoxon W,p_val,Cliff's delta,Significance (p < 0.05)
CARPSDynamicRF_DAEHRF_AdditiveEI,SMAC3_HPOFacade_ei,14,-7.580192414262195,-7.493701534465399,-0.08649087979679582,1.1541810065293197,7 / 6 / 1,27.0,0.1960509634811064,-0.05612244897959184,Non-significant
