task,optimizer_name,final_regret_mean,final_regret_std,final_regret_median,final_regret_min,final_regret_max,mean_eval_time
ackley_2d,DA-EHRF Direct EI,1.9493645930828507,1.134747858391659,2.219592011565919,0.22564308676088674,3.653260089564633,0.0006006951332092285
ackley_2d,SMAC3 Baseline (EI),2.2299761583392796,1.7782696345021682,2.5955526986829427,0.10430519770350744,6.215900637650424,0.0005777834256490072
rosenbrock_2d,DA-EHRF Direct EI,8.409461009525232,22.01834339577286,1.6618007653170133,0.10957194958447225,118.56366244178103,0.0005413832664489746
rosenbrock_2d,SMAC3 Baseline (EI),3.7220017431187418,6.460075719441893,1.5815989831589252,0.035331854238418406,34.555507747495525,0.0005517082214355469
rosenbrock_4d,DA-EHRF Direct EI,672.2171819181827,823.7515212639371,346.2314375248342,8.412517493168327,3273.503786269708,0.0005239944458007812
rosenbrock_4d,SMAC3 Baseline (EI),802.499894861677,717.1511903570207,578.7169917034948,16.435152009732114,2553.542991040722,0.0004989088376363118
sphere_2d,DA-EHRF Direct EI,0.294826132456814,0.6149156164162786,0.09483950915854954,0.0006002380793075819,3.257751776788897,0.0003691894213358561
sphere_2d,SMAC3 Baseline (EI),0.4904328963543004,1.0547144219357465,0.10778671349343276,0.0024616722967191235,4.440066532002576,0.00035371875762939454
