task,optimizer,optimizer_name,seed,n_trials,final_incumbent_regret,best_y_true,mean_eval_time
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,11,50,26.499575785637717,26.499575785637717,0.0005558300018310547
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,12,50,8.412517493168327,8.412517493168327,0.0005193424224853516
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,13,50,147.06043030402648,147.06043030402648,0.0005459165573120117
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,14,50,1511.7596883649098,1511.7596883649098,0.0005308055877685547
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,15,50,1345.0486503344705,1345.0486503344705,0.0004737377166748047
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,16,50,29.107238265483844,29.107238265483844,0.0004451513290405273
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,17,50,16.550522813661587,16.550522813661587,0.0005081892013549805
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,18,50,591.1569103199561,591.1569103199561,0.0004794168472290039
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,19,50,2134.117709143149,2134.117709143149,0.0005850553512573242
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,20,50,482.7894387153089,482.7894387153089,0.0004976987838745117
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,21,50,170.73769755261688,170.73769755261688,0.0005604982376098633
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,22,50,1735.9043861711784,1735.9043861711784,0.0004900836944580078
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,23,50,561.4934108910043,561.4934108910043,0.000537109375
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,24,50,1253.0847350732197,1253.0847350732197,0.0005174493789672852
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,25,50,2295.2220883944137,2295.2220883944137,0.0004900312423706055
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,26,50,336.2206168596219,336.2206168596219,0.0004972791671752929
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,27,50,123.364721311754,123.364721311754,0.0005076265335083008
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,28,50,534.0760074900797,534.0760074900797,0.0005339193344116211
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,29,50,417.50814278319297,417.50814278319297,0.00048639774322509763
rosenbrock_4d,da_ehrf_direct_ei,DA-EHRF Direct EI,30,50,138.29069139687613,138.29069139687613,0.00045000553131103516
