task,optimizer,optimizer_name,seed,trial,cost,y_true,sigma_true,instantaneous_regret,incumbent_regret,noise_residual,time,config
ackley_2d,baseline,SMAC3 Baseline (EI),3,12,10.236898590352835,10.446275978303746,0.5318004367591425,10.446275978303746,6.233584381036472,-0.2093773879509101,0.0003147125244140625,"[4.0327240061015, 0.5618914868683]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,13,9.478977839575878,9.247340733614719,0.47305737137151244,9.247340733614719,6.233584381036472,0.23163710596115875,0.0007264614105224609,"[1.6312210492602, 2.5560687044057]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,14,7.588096459224796,7.4956364535267035,0.38789356092695837,7.4956364535267035,6.233584381036472,0.09246000569809283,0.0008485317230224609,"[1.3419502761349, 2.0938949343383]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,15,8.453870969691724,8.073612268207121,0.4158822401153497,8.073612268207121,6.233584381036472,0.38025870148460367,0.0005731582641601562,"[1.0340200792186, 2.6820832058287]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,16,7.47172639084508,7.6722803555950385,0.3964337455831981,7.6722803555950385,6.233584381036472,-0.20055396474995807,0.0006511211395263672,"[1.6507426327986, 1.8137552002029]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,17,7.94241026173191,7.632675206016678,0.39451784116989486,7.632675206016678,6.233584381036472,0.3097350557152311,0.0006151199340820312,"[1.613172521476, 1.9469442863595]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,18,9.227790856745312,8.919780014815094,0.45706256550032287,8.919780014815094,6.233584381036472,0.30801084193021694,0.0005671977996826172,"[1.3617610873742, 2.946353905723]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,19,12.159994117403073,11.8382843237214,0.6003019567877232,11.8382843237214,6.233584381036472,0.32170979368167313,0.0005402565002441406,"[-1.2415949483831, -4.6030286078544]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,20,6.021971310833871,6.674822882186184,0.3484008485514791,6.674822882186184,6.233584381036472,-0.652851571352313,0.00037360191345214844,"[0.9297694896252, 2.2079176866048]"
ackley_2d,baseline,SMAC3 Baseline (EI),3,21,9.828057917460278,9.468749152051862,0.48388327751763355,9.468749152051862,6.233584381036472,0.3593087654084153,0.0005133152008056641,"[-3.2304361716659, 0.4799990590019]"
