Proposed Optimizer,Baseline Optimizer,N Tasks,Proposed Mean Regret,Baseline Mean Regret,Mean Diff vs Base,Rel Reduction (%),Win / Loss / Tie,Wilcoxon W,p_val,Cliff's delta,Significance (p < 0.05)
CARPSDynamicRF_DAEHRF_AdditiveEI,SMAC3_HPOFacade_ei,18,117079636.23238857,13192.811292073451,117066443.4210965,887350.2457465812,9 / 9 / 0,69.0,0.49507904052734375,-0.012345679012345678,Non-significant
