Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.960760,0.000185,0.000083,5/5,-0.960908,-0.960440
likelihood_credal,-0.960732,0.000275,0.000123,5/5,-0.960902,-0.960246
standard_proximity,-0.960724,0.000254,0.000114,5/5,-0.960902,-0.960290
standard_disagreement,-0.960702,0.000271,0.000121,5/5,-0.960889,-0.960232
shaker_entropy,-0.960660,0.000284,0.000127,5/5,-0.960897,-0.960232
proximity_b,-0.960075,0.001451,0.000649,5/5,-0.960895,-0.957528
chen_variance,-0.959904,0.001814,0.000811,5/5,-0.960897,-0.956696
proximity_bc,-0.959871,0.001763,0.000788,5/5,-0.960910,-0.956753
