Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.997650,0.000498,0.000223,5/5,-0.997994,-0.996768
proximity_bc,-0.996490,0.000806,0.000360,5/5,-0.997487,-0.995402
chen_variance,-0.996380,0.000984,0.000440,5/5,-0.997874,-0.995484
shaker_entropy,-0.996268,0.000727,0.000325,5/5,-0.997149,-0.995285
likelihood_credal,-0.996207,0.000473,0.000212,5/5,-0.996778,-0.995507
standard_proximity,-0.996187,0.000547,0.000245,5/5,-0.996778,-0.995383
proximity_b,-0.996182,0.000572,0.000256,5/5,-0.996778,-0.995330
standard_disagreement,-0.996026,0.000595,0.000266,5/5,-0.996778,-0.995120
