Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
chen_variance,-0.985480,0.001311,0.000586,5/5,-0.986769,-0.983307
smac3_bo,-0.985400,0.000000,0.000000,1/5,-0.985400,-0.985400
standard_disagreement,-0.984938,0.000584,0.000261,5/5,-0.985706,-0.984164
proximity_bc,-0.983561,0.003920,0.001753,5/5,-0.986455,-0.977532
proximity_auto_lambda,-0.982460,0.002962,0.001325,5/5,-0.986542,-0.978760
proximity_b,-0.980786,0.006210,0.002777,5/5,-0.987973,-0.970871
standard_proximity,-0.980140,0.008611,0.003851,5/5,-0.986749,-0.966169
shaker_entropy,-0.979825,0.003015,0.001349,5/5,-0.984709,-0.977502
likelihood_credal,-0.977051,0.003053,0.001365,5/5,-0.980647,-0.972641
