Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
likelihood_credal,-0.977047,0.036723,0.016423,5/5,-0.993724,-0.911357
standard_disagreement,-0.965022,0.043421,0.019419,5/5,-0.993801,-0.895280
smac3_bo,-0.949316,0.099383,0.044445,5/5,-0.994105,-0.771535
shaker_entropy,-0.935352,0.087714,0.039227,5/5,-0.984990,-0.779190
proximity_b,-0.909528,0.098482,0.044043,5/5,-0.962862,-0.734279
chen_variance,-0.890701,0.168627,0.075412,5/5,-0.994072,-0.605471
standard_proximity,-0.864100,0.145983,0.065286,5/5,-0.962862,-0.618594
proximity_auto_lambda,-0.860090,0.151779,0.067878,5/5,-0.993866,-0.627116
proximity_bc,-0.859456,0.151279,0.067654,5/5,-0.993239,-0.637730
