func_name,dim,noise_name,rf_config,seed,approach,global_spearman_true,global_spearman_resid,global_log_pearson_true,global_mse_var,global_rmse_var,global_nlpd_aleatoric,id_only_spearman_true,id_only_spearman_resid,id_only_log_pearson_true,id_only_mse_var,id_only_rmse_var,id_only_nlpd_aleatoric,ood_only_spearman_true,ood_only_spearman_resid,ood_only_log_pearson_true,ood_only_mse_var,ood_only_rmse_var,ood_only_nlpd_aleatoric,ood_id_variance_ratio
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,shaker_entropy,0.7551517855662836,0.3532358650411832,0.0,1.8502038004843304,1.3602219673583906,2662978.2850842653,0.0,-0.09359891045284305,0.0,2.290088872154393,1.5133039589436066,676915.4881936463,0.0,-0.11309432354222218,0.0,0.8463635087244441,0.9199801675712602,7195275.436962857,-87994911.10792422
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,shaker_geom_var,0.7551517855662836,0.3532358650411832,0.6831499759309334,0.00016948033435797865,0.013018461289951998,0.5395638159602062,0.0,-0.09359891045284305,0.0,1.771048490066787e-05,0.004208382694179305,-0.5637560853835838,0.0,-0.11309432354222218,0.0,0.000515826913888765,0.02271182321806783,3.057396411334496,2.0135243549856363
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,shaker_geom_std,0.7551517855662836,0.3532358650411832,0.6831499759309334,0.007335329619882199,0.08564653886691627,-0.014900852809611731,0.0,-0.09359891045284305,0.0,0.006881907252218359,0.08295726160028644,-0.2195335294553087,0.0,-0.11309432354222218,0.0,0.00837006271532019,0.09148804684394672,0.45208140927928664,1.457322713091595
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,standard_ari_var,0.7551517855662836,0.3599472718419884,0.6842724138944275,0.00016261653287511716,0.012752118760234205,0.48101522939483776,0.0,-0.07591079332652367,0.0,1.604047642902315e-05,0.004005056357783639,-0.6101799241950565,0.0,-0.11309432354222218,0.0,0.0004971106104059473,0.02229597744899172,2.971178528612801,1.934194821332793
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,standard_ari_std,0.7551517855662836,0.3599472718419884,0.6842724138944276,0.007772487842619276,0.08816171415427036,-0.0036677743187646713,0.0,-0.07591079332652367,0.0,0.007383519678604341,0.08592740935582976,-0.20314140549760004,0.0,-0.11309432354222218,0.0,0.008660133139986696,0.09305983634192946,0.4515412814483213,1.423059151620683
sin_cos_1d,1,hetero_ood_step_double,RF_Default,1,standard_disagreement,0.1684516189346821,-0.02989417896646092,0.17012131923156146,0.0004772873136345763,0.021846906271474145,10.706895229973462,0.0,-0.18675519237316993,0.0,6.216288909497136e-05,0.007884344557093593,2.390566170422024,0.0,0.15694722450757365,0.0,0.0014246225388659817,0.037744172250375047,29.68518462228315,1.0084248830295788
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,shaker_entropy,0.3848268692091066,0.22356620378969744,-0.006469309530384668,0.4234327504038078,0.6507171047419975,3377160.35972106,0.7799994895160599,0.25921007831120196,-0.006469309530384668,0.6024483103078826,0.7761754378411382,2380257.5728570744,0.03693062771385065,-0.10617018128453512,0.0,0.014910062417586087,0.12210676646929149,5652143.642564515,-10542781.248858737
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,shaker_geom_var,0.3848268692091066,0.22356620378969744,0.4429825908043272,0.000792535651856324,0.028152009730325188,0.28701366537824397,0.7799994895160599,0.25921007831120196,0.8301825144579745,0.000607565879374277,0.024648851481849553,0.17378392614866053,0.03693062771385065,-0.10617018128453512,-0.014003092206147566,0.001214646158289714,0.03485177410534095,0.5454097369534472,1.1305777544400226
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,shaker_geom_std,0.3848268692091066,0.22356620378969744,0.4429825908043272,0.030244629676684755,0.17390983202994809,0.298168578473309,0.7799994895160599,0.25921007831120196,0.8301825144579743,0.02439761229147631,0.156197350462408,0.2428715203605442,0.03693062771385065,-0.10617018128453512,-0.014003092206147566,0.043587823196775836,0.20877696998657644,0.42435930083320844,1.1454946038048859
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,standard_ari_var,0.4588085193523821,0.2324535072350751,0.481450043698985,0.0007700693325529316,0.027750123108788754,0.24299313517234414,0.8152148933938312,0.28503575076608795,0.8562854973415052,0.0005257687941166582,0.022929648800552052,0.11875988763310316,0.03693062771385065,-0.10617018128453512,-0.013117653669197593,0.0013275756894972478,0.03643591208543088,0.5264997769926634,1.0875103977881624
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,standard_ari_std,0.4588085193523821,0.2324535072350751,0.481450043698985,0.032252569269504566,0.1795900032560403,0.3063382702215004,0.8152148933938312,0.28503575076608795,0.856285497341505,0.02663190046342477,0.1631928321447507,0.2529098702008731,0.03693062771385065,-0.10617018128453512,-0.013117653669197593,0.0450792237244046,0.21231868435068216,0.4282646189865217,1.121219845250096
sin_cos_1d,1,hetero_sinusoidal,RF_Default,1,standard_disagreement,0.44343921332773917,0.10547070516475004,0.4600433177373107,0.001563138466157817,0.03953654595634041,4.096675836396304,0.6978642630194162,0.1350868232890705,0.7220653862950844,0.0022125417843753556,0.04703766346636869,3.836808273347643,0.03693062771385065,-0.10617018128453512,-0.009088271166653165,8.116679125112578e-05,0.009009261415406136,4.689706941815041,0.8576965434717942
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,shaker_entropy,0.2678664808569142,0.24998077720188464,-0.3305281377094956,0.633094112896029,0.795672113936406,2638613.8882238255,0.0,0.12166426045655221,0.0,0.6930139032755436,0.8324745661433408,872182.629320815,0.0,0.14041314221044507,0.0,0.4938000547410538,0.7027090825804473,6744993.048530824,-55895737.41779883
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,shaker_geom_var,0.2678664808569142,0.24998077720188464,0.3247642767523454,0.00024715952690751816,0.015721308053324258,0.3266928277399055,0.0,0.12166426045655221,0.0,0.00020761267128213795,0.014408770637432533,-0.5858977678041172,0.0,0.14041314221044507,0.0,0.0003390931263483372,0.018414481430340014,2.4481696667318533,1.4447933644259712
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,shaker_geom_std,0.2678664808569142,0.24998077720188464,0.3247642767523454,0.01857828231892749,0.136302172832745,0.15970089901174112,0.0,0.12166426045655221,0.0,0.01850381487146923,0.13602872811090028,0.002223580642646409,0.0,0.14041314221044507,0.0,0.018751394956525252,0.13693573294259337,0.5257845352204159,1.1849746844594238
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,standard_ari_var,0.35315959438278194,0.2967485039298741,0.3818216566832545,0.0003391469349333393,0.018415942412305143,0.14048434173190366,0.0,0.115701044085954,0.0,0.00034806771071656484,0.01865657285560681,-0.5709804119889886,0.0,0.16659765627927173,0.0,0.0003184090275931137,0.01784401937885951,1.794408899083069,1.463530920458748
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,standard_ari_std,0.35315959438278194,0.2967485039298741,0.3818216566832545,0.022352424509938594,0.14950727243160647,0.18178204545690824,0.0,0.115701044085954,0.0,0.02196851159778416,0.1482177843505433,0.03695144118299108,0.0,0.16659765627927173,0.0,0.023244897383648253,0.15246277376346087,0.5184661774703001,1.2013895593264043
sin_cos_2d,2,hetero_ood_step_double,RF_Default,1,standard_disagreement,0.4171294295271827,0.3078315646571082,0.373934912904741,0.00023067906539303684,0.015188122510469713,0.5143172753887464,0.0,0.13036637164438306,0.0,0.0001791557492785838,0.013384907518492004,-0.48932331138071655,0.0,-0.04774204573191691,0.0,0.00035045404700975236,0.018720417917604093,2.847455782294381,1.5323869215127293
sin_cos_2d,2,hetero_sinusoidal,RF_Default,1,shaker_entropy,0.39240000436313366,0.1390296225948506,0.20278005344584607,0.12012844369810771,0.3465955044401293,2369260.976219569,0.6338899001945891,0.12302429226037286,0.30416638562535986,0.1451751803749365,0.3810186089614738,1767470.6398208155,-0.058744273781920896,0.11457039388749664,-0.19773634449643746,0.06190291298184337,0.24880296015490524,3768228.1218738146,-7487901.12154757
sin_cos_2d,2,hetero_sinusoidal,RF_Default,1,shaker_geom_var,0.39240000436313366,0.1390296225948506,0.4174433308860161,0.0009639960676562539,0.031048286066323434,0.2747243148968471,0.6338899001945891,0.12302429226037286,0.7033266467769006,0.0005330905508862624,0.023088753775079816,0.05786218459780944,-0.058744273781920896,0.11457039388749664,-0.07165495866574492,0.001965711489757922,0.04433634502028693,0.7788583580595451,1.03255134943463
