Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.881203,0.003329,0.001489,5/5,-0.885897,-0.876677
likelihood_credal,-0.875606,0.003757,0.00168,5/5,-0.878704,-0.869226
shaker_entropy,-0.869263,0.012662,0.005663,5/5,-0.882135,-0.849392
standard_proximity,-0.86914,0.0066,0.002952,5/5,-0.878408,-0.861536
proximity_b,-0.868791,0.015769,0.007052,5/5,-0.88099,-0.843407
proximity_bc,-0.86781,0.011258,0.005035,5/5,-0.881869,-0.857127
proximity_auto_lambda,-0.867739,0.00702,0.003139,5/5,-0.87781,-0.858742
chen_variance,-0.86764,0.0114,0.005098,5/5,-0.881269,-0.852458
standard_disagreement,-0.866404,0.006986,0.003124,5/5,-0.87263,-0.856539
