Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.992796,0.001636,0.000732,5/5,-0.994247,-0.990877
standard_proximity,-0.989664,0.00142,0.000635,5/5,-0.992177,-0.988788
shaker_entropy,-0.989579,0.001821,0.000815,5/5,-0.99069,-0.986408
proximity_auto_lambda,-0.988827,0.000886,0.000396,5/5,-0.989907,-0.987437
likelihood_credal,-0.988719,0.001441,0.000644,5/5,-0.990208,-0.986737
chen_variance,-0.988245,0.001719,0.000769,5/5,-0.990607,-0.986066
proximity_bc,-0.987647,0.002361,0.001056,5/5,-0.990397,-0.985269
proximity_b,-0.986652,0.005054,0.00226,5/5,-0.991319,-0.978473
standard_disagreement,-0.985616,0.0075,0.003354,5/5,-0.989767,-0.972243
