Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
proximity_bc,-94.357005,0.502574,0.224758,5/5,-94.912628,-93.691391
standard_disagreement,-94.164088,0.421541,0.188519,5/5,-94.672279,-93.751633
proximity_auto_lambda,-94.074591,0.268307,0.119991,5/5,-94.327881,-93.772202
shaker_entropy,-94.038596,0.405744,0.181454,5/5,-94.603287,-93.535034
proximity_b,-93.959422,0.21238,0.094979,5/5,-94.321762,-93.813843
standard_proximity,-93.928351,0.187647,0.083918,5/5,-94.193916,-93.692108
likelihood_credal,-93.923347,0.217559,0.097295,5/5,-94.261528,-93.714371
chen_variance,-93.912502,0.172246,0.077031,5/5,-94.078865,-93.646103
smac3_bo,-93.881616,0.210895,0.094315,5/5,-94.255852,-93.755547
