Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
proximity_b,-0.977541,0.002912,0.001302,5/5,-0.981233,-0.973598
chen_variance,-0.976226,0.003301,0.001476,5/5,-0.980168,-0.972797
proximity_bc,-0.976195,0.003494,0.001563,5/5,-0.980204,-0.970815
standard_proximity,-0.974774,0.003498,0.001564,5/5,-0.977674,-0.968832
shaker_entropy,-0.973708,0.006897,0.003084,5/5,-0.980376,-0.962483
standard_disagreement,-0.972112,0.004014,0.001795,5/5,-0.975975,-0.966352
likelihood_credal,-0.971705,0.005431,0.002429,5/5,-0.979344,-0.96454
proximity_auto_lambda,-0.970748,0.00684,0.003059,5/5,-0.977558,-0.962173
smac3_bo,-0.97021,0.00558,0.002495,5/5,-0.974773,-0.960939
