Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,0.100337,0.00126,0.000563,5/5,0.09899,0.102357
standard_disagreement,0.100471,0.001295,0.000579,5/5,0.09899,0.102357
likelihood_credal,0.100875,0.001677,0.00075,5/5,0.099663,0.103704
standard_proximity,0.100875,0.001869,0.000836,5/5,0.09899,0.10303
proximity_bc,0.101145,0.001205,0.000539,5/5,0.099663,0.102357
chen_variance,0.101279,0.001396,0.000624,5/5,0.099663,0.10303
proximity_auto_lambda,0.101279,0.000602,0.000269,5/5,0.10101,0.102357
shaker_entropy,0.101414,0.001998,0.000893,5/5,0.09899,0.103704
proximity_b,0.101414,0.001313,0.000587,5/5,0.099663,0.10303
