Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
shaker_entropy,-93.553673,0.861344,0.385205,5/5,-94.351357,-92.499969
proximity_b,-93.057846,1.698096,0.759412,5/5,-94.621323,-90.304832
likelihood_credal,-92.762480,2.417786,1.081267,5/5,-94.247757,-88.471405
chen_variance,-92.582246,0.833460,0.372735,5/5,-93.858475,-91.683197
standard_disagreement,-92.572218,0.738961,0.330473,5/5,-93.692497,-91.622009
proximity_bc,-90.998557,1.218504,0.544932,5/5,-92.932877,-89.606178
standard_proximity,-90.940916,3.461452,1.548008,5/5,-94.348122,-85.929848
smac3_bo,-87.254099,8.559300,3.827835,5/5,-96.933586,-78.214500
