Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
chen_variance,-0.784915,0.007895,0.003531,5/5,-0.795247,-0.776579
shaker_entropy,-0.781395,0.009770,0.004369,5/5,-0.793754,-0.771633
smac3_bo,-0.780665,0.011598,0.005187,5/5,-0.800753,-0.771493
standard_disagreement,-0.779909,0.007625,0.003410,5/5,-0.786718,-0.767820
likelihood_credal,-0.773700,0.012056,0.005392,5/5,-0.793533,-0.761188
proximity_b,-0.772037,0.012176,0.005445,5/5,-0.782387,-0.750921
proximity_bc,-0.766600,0.019325,0.008642,5/5,-0.793754,-0.748294
standard_proximity,-0.763707,0.012850,0.005747,5/5,-0.776302,-0.744184
