Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.897574,0.043654,0.019523,5/5,-0.958162,-0.853447
likelihood_credal,-0.886301,0.017815,0.007967,5/5,-0.898537,-0.855169
chen_variance,-0.878828,0.022735,0.010167,5/5,-0.900753,-0.853302
shaker_entropy,-0.878716,0.022480,0.010053,5/5,-0.898702,-0.853388
proximity_b,-0.878685,0.022648,0.010128,5/5,-0.898035,-0.852827
standard_proximity,-0.876943,0.021048,0.009413,5/5,-0.895272,-0.852827
standard_disagreement,-0.872683,0.021906,0.009797,5/5,-0.897566,-0.853478
proximity_bc,-0.871582,0.020097,0.008988,5/5,-0.895272,-0.852827
