Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-90.451509,2.649959,1.185098,5/5,-94.151451,-86.782722
chen_variance,-90.390215,1.147427,0.513145,5/5,-91.524200,-88.770927
shaker_entropy,-90.224086,2.441426,1.091839,5/5,-93.695351,-87.374329
standard_disagreement,-90.199489,2.120796,0.948449,5/5,-91.715378,-86.542046
likelihood_credal,-89.797423,2.140765,0.957379,5/5,-92.121773,-86.773781
proximity_bc,-89.783844,1.413757,0.632251,5/5,-91.961319,-88.218643
proximity_b,-89.772655,1.613881,0.721749,5/5,-91.443237,-87.910255
standard_proximity,-89.753441,2.001495,0.895096,5/5,-92.585754,-87.117722
