Approach,Mean_Final_Cost,Std_Dev,Std_Error,Finished_Seeds,Best_Cost,Worst_Cost
smac3_bo,-0.964182,0.063121,0.028229,5/5,-0.993657,-0.851294
chen_variance,-0.898507,0.160738,0.071884,5/5,-0.993754,-0.622649
shaker_entropy,-0.847267,0.152713,0.068296,5/5,-0.993744,-0.614945
likelihood_credal,-0.839030,0.155166,0.069392,5/5,-0.993798,-0.630444
proximity_b,-0.808833,0.179001,0.080052,5/5,-0.993329,-0.626171
standard_proximity,-0.801210,0.173807,0.077729,5/5,-0.993525,-0.619208
proximity_bc,-0.800673,0.195153,0.087275,5/5,-0.993636,-0.585802
standard_disagreement,-0.796413,0.194993,0.087203,5/5,-0.993519,-0.585596
